batterID,pitcherID,outcome
8,116,-11.70291141
54,190,-105.5488755
46,121,54.76042301
98,143,48.39773699
31,180,98.62029725
29,115,72.78408289
16,189,-22.60701029
7,112,21.41918904
60,130,6.934782127
46,176,31.2268291
92,180,-61.62748485
62,191,60.2253859
69,114,-87.41787787
21,141,119.7547472
6,193,-55.82789398
28,183,31.13589074
83,136,-4.943733667
70,129,13.71259397
92,166,-27.76207626
27,122,-13.73052279
72,172,1.005105565
39,168,-10.50632474
53,151,-95.44150094
41,146,-35.92568459
13,150,-29.36207533
12,147,-56.47576437
79,143,-59.04311347
91,149,10.57550735
51,185,-16.14370875
9,164,-16.53105606
3,116,-9.911553519
83,198,26.84092054
65,104,-36.71131081
31,188,69.10194159
17,128,95.9743044
23,107,-52.38123622
72,138,78.93268679
43,172,7.365989864
92,143,-87.81792068
76,121,130.8305104
63,175,-65.17472323
49,189,7.658958677
37,136,-5.76531051
74,136,83.95578311
39,171,-1.060149633
41,169,-13.33709729
1,181,-14.65772864
49,145,81.96215007
94,181,48.73534733
93,158,44.16654842
20,166,37.85702882
85,125,-40.86019245
22,120,9.422318334
56,185,-0.359475799
94,131,-103.3480083
7,194,51.38206601
81,134,-41.316868
28,168,113.0468865
74,153,27.12489047
51,139,25.63768168
11,155,11.06462588
53,117,11.58420794
82,115,22.93864946
79,180,-3.010074759
66,160,-68.1656522
81,145,35.22856448
31,116,-23.70404746
35,197,57.87923154
86,170,-47.10660493
43,139,-65.46051727
90,164,9.162643442
40,143,-20.47038909
83,166,60.80793675
1,152,23.05642789
64,167,-27.24046888
74,144,17.70315443
76,152,-16.56755792
99,156,-17.86699601
20,159,-27.94080054
24,183,49.98834649
7,145,36.1077745
47,109,-97.5750851
42,191,14.37517813
17,156,-30.23511769
19,165,22.05175794
12,121,17.80904532
42,110,-14.50335131
6,162,-10.9404034
29,105,-45.97594154
35,114,-138.4267869
78,135,87.73579611
95,194,76.58847535
7,156,25.42629263
38,173,-33.68860827
53,102,7.280332121
80,143,14.42410308
66,156,-41.51286893
66,167,-0.749579487
10,199,-90.66491726
100,185,-33.39679429
41,140,-48.78122159
1,160,-27.42642585
29,147,5.055107645
37,194,87.26808709
100,105,-145.2052335
21,175,4.999346249
21,182,65.6491441
22,155,-61.5322509
5,197,9.340344513
96,118,11.82258106
53,112,81.41141999
37,122,84.072521
25,103,-14.08686269
55,165,18.25022059
28,172,-33.75506114
67,107,49.65784106
84,107,26.32781978
4,148,18.02310901
73,164,-40.8225353
14,130,-2.697542493
11,141,21.6592757
82,111,18.40522375
23,197,24.50350405
16,198,55.73721092
18,109,36.74785421
10,168,123.5205802
27,125,35.03300426
20,186,75.26690288
81,150,-7.323064697
15,164,-63.02773206
74,127,-126.2952173
4,103,136.9767392
96,103,41.12236616
46,108,18.4429283
61,123,7.580635272
46,135,-42.18463587
63,125,26.04309124
35,146,-28.48720033
93,165,-24.65951205
12,128,17.96247789
79,170,-71.0131028
48,126,79.42521651
56,188,73.43641107
4,122,-8.95823666
30,185,-126.2462995
17,181,-86.44562277
59,123,-29.99381789
3,192,116.378947
58,110,125.9186496
67,162,65.66737837
39,176,-114.9440288
56,152,14.32986891
47,186,25.67689737
26,185,-41.61402747
41,180,26.84660309
77,142,-72.45676042
54,157,-16.15570241
80,134,-87.31548656
81,187,-20.35175064
39,105,-102.6291328
94,167,-122.642943
33,103,-77.71053702
70,157,-54.79568046
58,134,-65.32342874
84,129,42.92767606
31,190,-26.04562868
15,122,63.27934887
35,108,-28.02117134
94,114,-196.9154897
18,185,-142.7379205
33,199,-57.38221953
68,123,20.09961536
8,139,-27.2561567
12,136,88.561835
91,158,25.72389557
47,165,-53.92802625
96,109,-11.09247798
90,146,-75.63764391
5,174,-64.0558444
79,197,25.88548939
77,184,21.9823004
18,154,117.4673802
63,167,-162.077702
85,129,23.03405144
77,154,132.9266802
28,136,90.52753371
5,162,25.08971284
39,198,-24.8849436
54,162,96.44363715
18,137,-13.25203454
78,125,14.88319776
79,101,136.185402
42,119,-50.51572261
23,151,33.83389805
88,166,15.50277095
73,141,66.50295606
19,182,-16.56020078
92,173,-28.35055052
69,182,-100.324974
30,147,-37.78066399
88,103,28.504992
70,136,-120.0404734
90,133,112.4541261
38,196,-10.6216059
49,130,12.41853708
9,120,54.19158612
30,108,88.67619994
49,141,51.66179933
14,179,-74.31173061
90,145,139.6382897
83,150,-39.76576292
42,181,-16.29053344
34,195,95.8674859
4,128,65.11141638
54,105,-37.25416011
14,196,-36.58683061
31,143,63.92923662
92,164,-15.48510614
88,173,34.10698699
95,153,9.631989089
96,168,34.97363811
75,138,120.3887216
36,135,0.813413387
30,137,22.29892963
82,150,6.661005281
61,123,-7.759505959
5,124,77.7414323
77,131,8.401819456
76,124,49.93610667
60,175,-67.09655824
16,162,39.4587399
53,116,61.24997696
13,120,65.26961084
28,162,27.47795321
18,160,23.37691297
94,109,-176.3256145
76,157,-10.15766422
97,102,0.005695285
64,128,3.561856038
52,181,48.88166677
84,187,49.7178293
36,123,50.48870891
80,155,24.95150865
35,177,-5.251022572
24,200,-40.55908556
63,166,-150.4538488
69,126,-18.29363625
67,181,25.23686863
44,196,20.95470013
92,125,72.24004025
56,190,34.0833182
47,101,96.47802923
51,153,-45.00105601
52,184,105.125957
22,124,36.84476518
20,183,-48.16657167
22,167,-144.5586093
47,195,47.13156005
49,182,-16.6205375
96,196,78.25312482
78,101,-21.93143398
98,121,-61.1898473
55,137,-9.990790817
37,193,17.71190882
67,140,38.79227127
12,187,4.559547687
86,193,11.38050805
56,132,0.161615507
4,167,-234.3575588
28,132,-25.08289997
66,102,-38.64529677
11,106,-25.15976559
76,122,153.5343887
34,161,-55.6291599
28,110,-31.81221443
54,162,-78.50976036
81,146,-28.77436885
56,119,-69.54984399
39,160,42.16634358
94,166,-59.4467865
62,181,-58.36362446
85,106,27.75406952
79,104,-61.89788473
98,121,59.49732587
63,101,1.660981566
79,127,14.76297819
27,110,14.3852975
9,139,-14.23293333
6,175,-21.77732914
95,143,-9.334816331
90,159,-77.50590911
74,167,-47.51870592
55,184,1.602653068
52,178,51.87473502
66,200,-7.001422181
34,145,30.57271335
6,142,-29.93743506
7,129,53.42932273
56,119,57.18206076
95,157,18.76970368
7,147,-149.4154834
69,161,5.677027745
20,133,5.845830003
55,104,-26.4815052
100,157,-21.24037101
85,179,-14.19571961
56,194,75.6010231
9,186,98.57749175
17,140,-80.18168185
10,182,-41.35964771
61,190,-41.22652866
32,126,42.91976696
77,104,45.2225726
23,168,47.60089453
51,171,37.13642067
20,158,141.1459954
76,198,80.70519937
59,133,135.1927541
14,161,37.33952128
32,148,-52.09881726
68,112,-17.99519229
52,160,119.4645411
49,110,54.88711304
41,133,146.9116817
55,115,-34.80109555
99,173,-31.15743835
5,120,121.918627
19,200,-97.17318672
2,142,2.850192014
73,137,-72.45236892
22,153,-7.042062198
43,168,30.54752676
97,112,-63.20132757
58,137,37.05996774
4,180,-31.39679314
54,110,-38.87242144
9,157,-39.82943036
13,112,14.48928953
33,177,59.11119757
93,132,-34.2788618
48,197,-38.89089574
58,141,63.1420486
81,143,-50.24265435
86,135,-42.19864861
21,134,-17.41856247
92,121,27.27318016
64,171,56.32209526
36,125,20.29808952
26,120,86.68285359
94,187,-83.27590178
76,192,103.0596183
57,155,54.32060839
50,179,-75.66243561
64,170,14.27546491
69,191,-90.65653114
85,114,-12.20412378
66,117,-35.30579348
96,151,-99.21417882
85,159,4.872981927
12,140,-22.9191641
3,152,74.60071149
73,162,-37.01805205
35,134,-50.57678221
17,115,-48.41234544
95,138,-13.28301337
55,159,82.01972944
3,185,-91.0770258
41,107,-9.424152114
40,157,-60.11683654
24,138,-35.05761195
54,156,-102.5382573
88,112,85.05581527
9,120,61.99429253
94,115,-15.46912854
70,118,-61.07263196
52,118,-158.5816699
21,180,33.03620869
76,174,-41.61648538
2,129,22.38241174
13,108,49.45138015
31,199,-178.8872654
70,167,-122.3734493
98,136,-115.594689
7,148,-79.27178961
93,125,14.09125108
15,189,-119.3150144
47,181,96.01062748
86,155,24.58702803
46,185,-49.71079493
95,167,-41.27290728
75,171,2.890523997
8,192,109.848337
99,171,-164.7801602
36,114,23.81415917
59,188,66.32385351
3,130,90.39445217
75,146,-29.30932378
40,109,-123.8909976
3,137,-55.95050183
61,165,1.959191987
24,119,-8.173953252
7,139,6.309684416
92,166,24.90394126
62,155,-146.4778336
28,156,-59.64821892
54,115,-141.1141388
97,132,-51.96666575
57,137,22.60193202
8,179,-32.46042018
68,191,83.79730016
75,191,-4.14311781
68,127,52.91107535
8,156,13.21826965
10,182,-4.625017025
87,162,-50.12100756
22,119,26.27902414
44,190,25.04214883
61,141,93.70189101
33,134,85.37864885
92,115,7.246195226
4,116,7.783264714
51,101,71.44111022
43,146,-45.5828147
19,131,64.72124377
35,162,7.591729645
80,157,50.93795464
6,170,-161.4153541
92,127,67.84355399
70,194,80.30195258
45,115,19.2175882
38,174,5.428856865
42,155,46.06669537
5,136,-1.55442372
76,153,29.90468873
46,123,17.87285409
33,119,-8.711456751
31,193,-45.70594845
38,111,-23.41229111
92,192,5.952381299
94,123,-91.92124458
60,123,18.3951361
6,176,-25.21421928
94,151,-104.7057024
83,174,48.33945503
48,123,-66.56036515
72,180,-26.89118308
88,137,18.55993769
45,170,63.65535331
22,184,72.43491968
22,154,112.1927906
83,158,120.2761805
65,140,-96.78049388
34,173,-22.38008581
32,123,-11.6836779
74,167,-103.1719581
83,135,16.32819933
65,128,-4.484824501
55,170,-33.85775669
36,123,-55.09490334
77,200,4.804440853
18,144,50.44329975
20,190,-118.1368905
26,165,-0.156231549
46,144,-6.407442368
61,152,62.68541549
69,114,-104.5920668
17,119,-73.47348835
92,159,7.599064757
79,200,-41.97446072
91,140,-46.83463931
24,172,106.5633874
30,135,38.32079849
46,178,60.89666515
93,184,75.39458653
36,176,-24.57330902
10,156,-28.6794383
89,110,82.60546074
49,126,-24.60581192
28,139,5.67856824
86,166,-4.969511928
13,139,-36.02393082
70,143,-40.7913525
39,175,-74.08063078
97,188,-33.25094019
63,147,-21.2824834
85,108,4.651082443
23,134,-24.05667912
40,133,35.91051345
5,190,-35.16180627
62,150,13.71345329
37,166,-93.51669128
55,197,39.66549255
9,120,67.73648088
61,128,35.72303403
4,159,-1.96382945
85,107,-23.03254173
79,113,-26.10221722
24,184,82.83951751
19,150,95.40487622
21,198,23.54721748
4,132,-23.09617586
13,180,27.37050773
83,132,-54.63862194
76,189,-14.82567284
70,129,-18.69565457
22,199,-66.23633868
36,106,1.4678712
7,152,17.18386306
63,108,-39.09323214
36,190,-97.98538693
24,134,-89.01674379
27,200,-169.2353976
8,157,47.64817257
69,175,-33.94302242
26,123,38.28611223
15,103,-6.044686408
30,183,25.51739552
26,196,-53.66050508
45,188,117.6754041
40,175,44.59913768
98,146,-30.55696909
8,107,-8.32341222
11,177,-10.34170888
38,133,163.2786497
94,196,-0.625012536
43,193,26.61658227
28,119,11.78336664
77,179,-7.812288004
93,135,-26.82229042
9,193,-29.90449222
36,118,-74.53663013
3,161,61.60928087
60,140,-16.49289509
69,197,24.55780274
18,193,-46.63208327
79,131,-84.96509745
48,134,-91.5876024
21,147,-25.96082289
86,108,90.65641925
93,176,-94.52232595
62,129,-33.05916599
14,117,-133.9629938
39,184,-81.65502009
27,142,-2.637877807
69,134,-77.52245644
22,144,-46.92409384
60,124,72.60205502
56,147,-18.5461936
59,101,114.8059845
21,103,-2.337701617
61,194,1.805731329
16,142,-13.46917015
74,133,62.46904726
70,185,-145.4631687
24,119,-17.83770406
38,163,-18.95806374
37,192,13.77031553
1,128,5.53021253
75,162,-5.620337107
9,108,-94.85363533
23,121,43.55014396
4,101,71.81096147
70,129,18.65717614
76,199,60.04765959
2,182,-21.44537323
15,129,-26.3616504
7,136,-49.8880673
22,154,93.29095971
36,105,6.123810766
40,135,24.74111023
51,181,-26.16047708
29,178,-77.76251289
75,125,59.67794634
46,130,52.01764152
95,180,70.26529442
4,110,12.79793217
14,190,6.090771002
26,116,-4.046129919
7,156,20.007719
98,188,84.82190995
51,128,121.2391878
88,189,23.88856547
95,134,-18.51022854
90,125,-80.04556491
11,160,-36.10370411
54,138,44.97872106
10,164,82.15026483
52,192,72.74629099
76,169,3.847131669
56,189,-4.908653086
24,162,30.99678177
73,171,-46.25462817
49,142,5.141247121
64,161,56.47910968
66,124,12.62760463
63,191,-33.56949961
58,158,56.93312332
52,131,95.46168058
37,106,59.74281446
29,101,98.05250411
21,124,-31.43785831
84,155,93.05444251
97,106,-53.73298603
35,148,-20.8843111
96,200,-48.4598304
74,107,-1.069217165
53,197,-85.47566433
9,108,3.575240996
73,146,52.96119416
51,131,-41.39078504
8,181,-67.85528785
52,105,-21.04167715
93,110,-34.75058792
91,155,-11.69159126
37,196,-5.822623464
52,182,-13.67968905
80,132,17.07835344
55,116,-36.38001951
57,129,69.26686871
61,143,31.48205387
1,127,-29.55021298
17,165,59.73519856
25,196,21.52474851
98,179,-7.306365973
87,144,-109.5674224
37,195,0.895856682
24,139,86.91353817
5,171,27.39879925
46,174,-41.39126629
93,163,-47.45716377
54,126,13.92280827
58,126,63.6604565
13,158,-10.9181129
92,145,84.91917075
7,193,-23.45515177
64,142,58.26814676
95,178,69.05437846
23,109,106.8880551
24,149,68.202124
47,159,-77.05969327
21,110,-97.49593272
74,103,-60.17321992
40,159,-92.47840968
1,110,-18.12084404
61,152,-37.08421368
2,160,-0.468640803
9,130,-54.95917697
17,134,15.17242501
41,135,17.23042913
1,179,-96.60242031
16,162,84.64712688
4,138,62.68566869
26,111,-0.24491729
14,130,-89.16269509
58,123,-12.43542635
15,139,-5.854060844
4,130,-29.62235018
26,101,-22.4579425
72,190,-24.48192358
100,103,-31.61265768
45,182,39.08887534
63,196,-63.82594405
75,187,73.87515952
39,105,-5.390617754
32,136,24.43038658
46,118,-74.76035539
46,197,-12.53911916
64,193,-2.401400032
27,151,-107.295673
63,160,-110.0687567
58,106,-15.60941736
82,176,23.73543476
10,149,39.70186117
48,187,2.848254167
72,165,-3.343483465
27,163,-124.2069389
84,195,-68.26760269
88,123,-16.27016422
71,112,-13.9276582
46,132,10.1846889
39,168,21.71296534
88,194,-10.56221611
65,196,-21.26114573
44,197,50.92639919
48,141,8.871647392
29,107,57.17186363
51,109,-43.24694167
18,162,63.04156954
63,184,-3.924800213
40,107,1.999369074
52,122,-76.19952858
24,128,-34.85428104
14,175,-98.88045795
21,133,-13.92228252
36,134,-25.46974007
49,187,44.5110903
28,133,107.182746
25,125,-46.06270683
17,179,-67.35859159
70,165,-29.11601804
92,146,-78.116882
16,179,-10.18007609
92,122,9.95371465
18,167,-68.48958401
72,198,-78.46790881
45,191,72.92933242
38,127,-78.97283119
81,162,40.22963455
12,183,-37.40349592
22,167,25.59164219
88,131,24.37473316
24,175,-34.31195007
47,182,-95.62141629
54,127,-13.77989625
75,157,-152.7917492
76,155,69.3223591
85,131,30.29537324
37,198,81.60615608
42,181,-16.44784878
42,187,93.92922107
38,137,81.84653574
62,156,32.19978665
12,167,-142.2051916
47,178,20.4860811
15,117,47.43204038
98,121,65.61265078
97,149,-54.79654672
73,119,-67.164009
67,134,26.72943654
78,128,11.76089706
76,190,55.85824696
3,135,68.54183463
29,154,68.93437697
9,143,-20.24474597
60,171,-68.75053507
53,107,-60.56730698
64,155,35.8584012
56,170,26.18552501
21,190,-34.91745701
81,172,10.5114262
82,195,117.6868127
82,107,-18.08646927
85,110,-29.55858518
97,113,-93.478672
50,146,-13.75530265
15,182,-27.96349238
84,176,0.501439293
70,132,-3.818217827
15,108,-169.6135444
78,128,1.832127024
3,193,23.98705034
57,161,-10.40635607
81,159,-5.087470679
22,135,-16.73332834
6,167,-87.21567035
73,141,29.37323391
51,113,42.14787316
69,145,-52.65113633
92,156,-43.13420094
44,161,15.66466625
52,184,160.5034042
25,179,-66.20626985
72,168,89.70156904
89,200,-26.5571313
93,154,60.51268396
47,151,4.223257673
100,143,-50.87905284
14,171,22.13791988
89,164,0.987717754
33,198,54.09036399
88,193,-13.27586279
17,110,51.08959012
4,129,10.68268626
93,119,-35.06915351
37,152,52.86353376
77,164,-5.527512237
48,120,87.41099815
17,168,50.54245351
27,158,75.45982429
45,178,72.31215248
91,113,11.16342865
5,184,72.14385937
27,191,-70.50079222
47,148,69.8060539
62,117,-83.07314465
56,193,14.88414039
44,119,-4.999111776
27,193,-28.75875701
44,170,-40.32919886
84,171,-87.16215088
17,183,103.5923067
70,148,-70.96834601
62,150,-14.76546488
88,193,102.5624264
29,189,55.73690563
70,170,29.9067918
1,153,-61.68874187
53,128,57.03530444
42,134,51.82484969
97,198,-9.221816773
48,165,-29.35888181
82,145,25.08781268
61,192,41.93905627
93,109,-101.2750531
59,117,-50.17667727
62,155,-5.925721817
35,139,-23.45615082
38,156,-38.97060478
72,112,-42.70358662
66,137,-98.44896097
54,135,31.40958063
75,139,-16.2177174
91,170,-75.04268117
50,162,-34.34991091
99,194,-40.50234437
77,184,48.67788594
11,104,-11.22750149
83,150,51.58393401
12,116,30.26969987
22,126,10.99324183
42,140,59.24071605
79,107,-43.23061953
57,192,-9.896721313
84,137,-52.00489815
12,152,-24.23033131
3,128,104.2368374
37,106,-0.720498034
26,187,96.64530122
21,158,-32.68068043
23,132,-33.80348448
78,176,-88.25331619
16,197,-40.52414536
45,170,-8.290061635
99,126,43.08987459
50,160,-15.17647327
93,110,-24.06036918
28,155,64.06108565
36,177,-88.37214188
6,133,26.13098203
88,154,78.66920718
8,162,-39.53651162
66,186,129.8699157
69,132,-8.780104618
45,137,-3.735676193
14,178,35.99402677
95,130,82.95531642
62,143,4.262218909
67,108,-52.05814321
86,172,23.99891161
30,169,59.76127326
29,184,32.16335014
29,175,6.687590743
73,139,-70.37299163
99,166,-111.0357182
2,176,-78.21766113
3,138,26.8749552
86,162,51.46146496
46,159,18.43952032
62,102,-4.949811272
77,125,-6.711376809
96,182,0.045795864
99,199,-72.35926915
27,117,-47.70380193
20,184,-27.46765046
23,174,52.56299464
23,124,11.56758127
18,155,7.789897355
91,164,-174.5347739
19,146,-38.02477139
71,191,-52.71506775
83,166,3.868100335
95,147,-58.52246334
31,166,20.06064884
73,114,-76.97006153
71,139,-50.2249153
56,185,-110.9716887
85,175,-5.935104037
35,185,-8.09654929
17,175,-78.25854624
41,101,117.5696348
69,145,-64.81873007
26,140,-47.62567209
40,192,-40.49679426
38,143,-125.0273478
69,110,-6.369679168
46,176,-35.21139813
40,119,-78.4615267
92,191,0.794991795
3,129,60.06313906
27,149,30.40498879
84,166,107.4291913
18,140,-9.966584956
40,179,-109.2829045
97,178,81.15725721
63,198,50.34997497
17,128,29.5431074
71,142,-58.50216389
48,101,66.51274009
18,187,-0.209402825
10,153,11.39728035
91,111,-67.76389872
13,109,-38.52769242
73,135,-12.1949351
28,131,-38.95253244
62,110,38.65546306
72,127,-21.85535058
90,187,0.550657864
38,148,10.45312375
1,157,18.10396246
63,177,7.186463559
23,181,8.923756353
16,150,66.64228886
52,131,97.09726391
85,190,74.05872874
91,200,-44.44166134
35,198,-52.73916971
82,182,14.95292208
45,164,71.48981196
84,129,45.11642076
15,120,52.30126746
56,164,39.85174373
3,117,40.99642745
97,151,-26.85918688
45,186,83.11860815
42,122,-42.74792856
62,183,56.96896164
66,110,6.235823992
3,193,-34.40747067
8,184,-12.16415432
9,177,61.32687449
66,155,67.02388309
62,177,43.17187248
96,162,74.12180438
96,114,-128.3893024
20,111,5.907288495
12,184,44.00215888
19,196,48.78771913
14,112,-30.03953208
8,184,3.721550911
100,153,-97.8118676
50,115,-3.172132299
49,177,-60.18995929
79,131,-6.237114733
81,139,-7.103094893
58,136,16.43182816
54,197,-108.4246219
73,196,-77.94918513
55,176,-41.54375615
45,166,14.70402698
38,144,-13.40356518
65,193,-62.82313037
60,197,94.88199423
51,163,-71.6056138
56,101,2.354325981
88,152,12.70909553
67,150,6.649007281
10,159,-4.450684025
56,182,-15.3788819
37,125,54.18474149
16,125,68.20629549
63,138,6.558857973
26,123,34.82402716
85,172,21.85368411
72,141,83.42346823
94,162,28.34977623
72,103,71.70688252
62,185,-113.4904576
1,159,12.60683608
1,148,-66.90113535
14,158,99.7827982
42,153,32.18376677
69,157,-17.51973484
11,151,-47.16718577
16,144,-61.01239372
89,178,62.55327887
96,137,-69.959176
97,192,30.14602757
40,178,-26.01399396
86,196,-38.47514047
24,197,23.4110883
19,133,216.4979672
64,195,-40.37795369
89,148,40.09611877
85,132,93.40950048
89,196,11.09252681
12,130,-10.54998692
34,185,-43.513265
51,141,127.5300523
72,154,56.6527523
3,162,44.47356034
85,142,18.83695862
6,168,3.2981193
60,122,-33.77119945
6,127,-3.243070492
50,188,80.36021514
36,145,-11.07747235
50,109,11.38988246
61,174,41.2215336
54,184,16.10962224
53,180,-30.41218571
63,125,-84.97101075
58,133,181.0914335
52,176,-0.016204064
36,143,-49.12341943
48,154,13.89642629
99,193,86.93604251
33,182,7.184797135
63,160,-71.8479233
32,146,-23.75647443
14,158,25.40444991
54,186,20.87903763
88,171,-9.479268031
81,106,-16.37988635
71,109,-78.48653101
99,105,-155.3852778
21,162,-57.34092894
68,196,-9.598205427
92,194,71.46965826
98,183,83.35597781
71,183,5.528338982
89,136,-56.80351672
17,192,7.84923549
28,163,-83.59322183
41,186,-34.3277098
46,128,-30.90595714
97,171,-32.97822838
99,131,-90.9505276
53,154,75.65285896
61,112,58.43683765
15,136,22.79008014
92,110,-23.8393875
1,173,29.65945524
11,195,8.070825558
71,177,-7.647528513
51,109,-58.44358331
10,129,-34.13104422
90,131,-23.34700067
19,139,-24.23088345
90,165,-49.07763116
16,104,75.66887942
91,132,51.49463408
48,108,-22.21626993
66,118,-95.88838522
48,162,-43.9478452
24,157,-49.46921056
65,182,-2.939563097
80,125,91.26860454
52,134,54.642522
50,107,-28.48072245
92,120,121.9366023
32,146,101.3502129
34,105,-23.2939981
92,119,-73.27442801
2,124,22.52130121
62,146,-60.10479701
17,170,-54.02274686
15,158,49.06024332
26,144,61.71166753
86,193,17.60313264
57,161,1.825037614
63,122,51.62603324
92,103,22.2373604
11,116,75.84906214
47,105,14.00532159
41,183,65.78155929
54,176,-48.42224058
78,107,59.36933743
2,112,99.42620265
83,147,6.10388122
98,134,-113.3631789
3,117,-34.76693393
29,128,74.93405835
61,170,-75.01345815
45,107,-0.577098561
73,170,-21.75751901
29,167,-11.60019948
55,115,27.67380078
12,115,-31.10299601
43,129,15.73883248
27,195,-14.17349661
69,176,-49.88999615
86,162,90.40480981
95,158,142.366625
77,160,-19.36963194
57,137,40.35928092
17,119,14.77860926
6,138,-25.37415813
76,185,20.28353176
48,103,-6.719630829
31,114,1.667635689
33,182,-45.63769941
86,109,-34.22426931
87,145,-0.104554407
20,166,0.870667572
20,123,47.35292272
30,135,109.9593456
79,164,-38.71533175
32,196,-55.26685849
31,188,85.31533802
37,116,145.2801846
36,164,-26.75978101
36,190,-35.39346492
27,170,-12.49933619
53,127,-13.65550988
74,140,88.81520223
88,114,-37.43147545
82,172,1.175229407
18,161,-6.42158693
63,174,-50.83995813
33,200,-60.58144336
16,135,51.39881554
15,168,12.01105308
2,177,17.26841529
78,155,-25.33860794
62,130,-49.48147627
5,185,-4.231905155
86,140,-5.272649481
31,102,2.830878082
90,129,-26.21016022
92,144,-2.13727134
19,146,-51.53019895
43,199,2.904813007
65,177,-10.91257588
81,109,24.6946069
63,174,-34.09429183
39,176,-101.0199756
23,194,87.43307838
34,199,-29.85945519
97,134,-38.40201286
6,155,-7.140521846
99,134,-2.83731107
55,189,69.7759094
57,106,3.821848789
23,105,-46.61923128
84,122,43.40627828
46,188,60.57261721
13,184,97.95903338
36,157,-40.36751124
32,160,41.5317916
54,106,-72.01918169
55,164,-66.2606599
7,102,-71.83352184
74,108,45.73710646
36,144,-56.06162687
83,185,-42.7801301
55,112,-3.655889791
82,188,52.09271477
16,127,53.28527944
79,198,-8.792766906
55,156,24.52195979
68,166,44.73277942
71,139,-69.66620032
79,172,38.95882078
29,130,-30.19417664
47,133,62.27314287
1,123,29.07213648
86,194,44.16953439
4,128,35.46418576
37,140,8.910958779
61,154,112.9497034
67,111,151.4809187
79,181,-53.38871054
87,161,-61.66779132
93,157,-22.80331456
61,185,-62.27853199
2,189,-45.16935155
64,152,-11.1715538
25,144,-48.86742483
100,162,2.778709644
30,132,-14.56930474
70,119,-20.51742083
20,169,-38.62134967
65,185,-4.825255951
45,129,-78.51258209
29,166,-55.40493873
10,179,9.987853303
4,175,58.71057705
13,109,15.74722501
53,168,1.620558055
12,115,-43.81247704
10,123,5.732917804
42,162,31.58739749
48,152,-34.48429303
32,192,-65.15114888
20,127,-77.09110892
24,173,-1.123357714
63,186,43.63352103
27,133,154.7291506
36,199,-7.686039752
99,111,-23.02134328
14,131,-141.1214773
55,173,-5.878025047
47,185,-3.029399306
95,109,-6.259412502
81,168,57.25220504
3,180,50.81838019
91,124,-26.18913217
42,144,33.73416052
55,125,1.897895124
75,163,-62.16631863
27,101,59.85348148
68,167,-48.38313838
